epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
45,29.4168,3.18792,3.20175,1.91857,0.93542,0,0.39385,0.30044,0.27598,0.08988,0.3284,0.35484,0.25369,0.07797,2.91732,2.54973,1.63349,1.02945,0,0.0011288,0.0011288,0.0011288
46,29.9575,3.33617,3.39049,1.81916,0.97619,0,0.45594,0.31543,0.25803,0.07516,0.48647,0.27507,0.27773,0.07921,3.00112,2.57884,1.63854,1.04971,0,0.001109,0.001109,0.001109
47,30.494,3.29043,2.96284,1.86184,0.92555,0,0.52317,0.30678,0.29733,0.09039,0.59998,0.25806,0.2886,0.08968,3.01579,2.44142,1.63092,1.05551,0,0.0010892,0.0010892,0.0010892
48,31.0405,3.2478,2.97083,1.86599,0.96289,0,0.52742,0.35484,0.3493,0.10434,0.52286,0.27957,0.31424,0.08414,2.96669,2.36111,1.59347,1.06364,0,0.0010694,0.0010694,0.0010694
49,31.5837,3.28868,2.9236,1.86599,0.96522,0,0.53765,0.32514,0.32113,0.08956,0.40435,0.25806,0.24746,0.06604,2.97765,2.40748,1.59302,1.02953,0,0.0010496,0.0010496,0.0010496
50,32.12,3.0067,2.84387,1.81619,0.9299,0,0.45914,0.34409,0.33869,0.09368,0.33608,0.23656,0.1837,0.04938,2.9605,2.60581,1.60136,1.00293,0,0.0010298,0.0010298,0.0010298
51,32.6536,3.10864,2.83139,1.79548,0.91703,0,0.52833,0.33333,0.3569,0.11139,0.35591,0.21505,0.16146,0.04099,2.97207,3.01417,1.62113,1.00418,0,0.00101,0.00101,0.00101
52,33.1859,3.20467,2.9659,1.80574,0.93014,0,0.51766,0.30108,0.34652,0.09365,0.41289,0.21505,0.20076,0.05513,2.91122,2.889,1.60932,1.02748,0,0.0009902,0.0009902,0.0009902
53,33.7137,3.1969,2.96923,1.74723,0.92127,0,0.61377,0.35484,0.39239,0.12228,0.61284,0.34046,0.35436,0.09796,2.90307,2.75609,1.5814,1.02844,0,0.0009704,0.0009704,0.0009704
54,34.314,3.26658,3.23033,1.7985,0.98449,0,0.5382,0.37634,0.37671,0.11751,0.42247,0.35484,0.33503,0.08894,2.85421,2.65042,1.51908,1.03769,0,0.0009506,0.0009506,0.0009506
55,34.859,3.19633,3.05958,1.86203,0.95519,0,0.55254,0.33333,0.31487,0.10711,0.38423,0.29032,0.26707,0.06856,2.84577,2.6815,1.58801,1.01354,0,0.0009308,0.0009308,0.0009308
56,35.4044,3.1656,2.86228,1.7806,0.92099,0,0.4998,0.34409,0.33012,0.1041,0.38805,0.26882,0.27464,0.07985,2.92041,2.70547,1.6593,1.00438,0,0.000911,0.000911,0.000911
57,35.9421,3.12423,2.819,1.78198,0.95981,0,0.44245,0.36559,0.32473,0.10678,0.34458,0.32258,0.28585,0.09289,2.86698,2.62147,1.72525,0.99642,0,0.0008912,0.0008912,0.0008912
58,36.4875,3.23321,3.25634,1.84407,0.92894,0,0.41866,0.32258,0.28692,0.09569,0.28749,0.33408,0.25395,0.06254,2.87185,2.47515,1.72615,0.98073,0,0.0008714,0.0008714,0.0008714
59,37.0168,3.23691,3.13503,1.82721,0.92506,0,0.53252,0.35484,0.33172,0.11042,0.33605,0.3048,0.27641,0.06437,2.85959,2.52342,1.64217,0.99516,0,0.0008516,0.0008516,0.0008516
60,37.5494,3.14585,2.80675,1.79168,0.92993,0,0.4652,0.37634,0.35979,0.10858,0.34046,0.31183,0.28276,0.06965,2.94062,2.5685,1.55704,1.01977,0,0.0008318,0.0008318,0.0008318
61,38.0924,3.14046,2.81295,1.73317,0.9231,0,0.54811,0.35484,0.36982,0.12127,0.34843,0.35484,0.31347,0.09595,2.94656,2.48816,1.52741,1.01916,0,0.000812,0.000812,0.000812
62,38.6294,3.1514,3.18291,1.68209,0.93045,0,0.49291,0.37634,0.35221,0.10401,0.27103,0.26882,0.19654,0.04238,2.95285,2.6264,1.58196,1.00357,0,0.0007922,0.0007922,0.0007922
63,39.1622,3.08486,2.9097,1.73044,0.95457,0,0.53355,0.34409,0.36243,0.10196,0.28362,0.31183,0.21159,0.05267,2.89311,2.57916,1.57041,0.99712,0,0.0007724,0.0007724,0.0007724
64,39.7083,3.11239,3.09415,1.7376,0.93705,0,0.52322,0.35484,0.35137,0.11496,0.46641,0.3384,0.29185,0.0816,2.72597,2.56528,1.51014,0.99614,0,0.0007526,0.0007526,0.0007526
65,40.2623,3.117,2.96885,1.72725,0.94432,0,0.45051,0.4086,0.36268,0.10305,0.40224,0.36559,0.2623,0.06192,2.89385,2.55744,1.52011,0.99991,0,0.0007328,0.0007328,0.0007328
