epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
78,236.575,2.15374,2.9284,1.31327,1.02818,0,0.44302,0.40389,0.35743,0.13294,0.37065,0.35097,0.2891,0.08584,2.24223,3.24132,1.44079,1.13101,0,0.0004754,0.0004754,0.0004754
79,239.598,2.16793,2.94428,1.32595,1.02651,0,0.42663,0.38923,0.34593,0.12621,0.3521,0.3428,0.27077,0.07991,2.24691,3.25877,1.46614,1.11964,0,0.0004556,0.0004556,0.0004556
80,242.592,2.17143,2.92506,1.33188,1.02492,0,0.44545,0.3674,0.34819,0.12685,0.3672,0.34097,0.2738,0.07982,2.24211,3.17532,1.4666,1.11674,0,0.0004358,0.0004358,0.0004358
81,245.637,2.16145,2.88064,1.30948,1.03274,0,0.42723,0.38747,0.34329,0.12559,0.38565,0.34976,0.29487,0.0907,2.23574,3.1727,1.44822,1.11933,0,0.000416,0.000416,0.000416
82,248.649,2.14012,2.91693,1.31737,1.02825,0,0.4565,0.39051,0.35699,0.13187,0.40049,0.33881,0.29269,0.08422,2.21025,3.16764,1.49441,1.11457,0,0.0003962,0.0003962,0.0003962
83,251.689,2.13919,2.89249,1.30202,1.02812,0,0.44401,0.4061,0.35472,0.12989,0.37712,0.34854,0.28225,0.08288,2.24699,3.27139,1.4946,1.13076,0,0.0003764,0.0003764,0.0003764
84,254.708,2.14927,2.88666,1.31341,1.03342,0,0.46459,0.39477,0.36828,0.13638,0.37576,0.31569,0.27374,0.07949,2.18868,3.19909,1.42466,1.1023,0,0.0003566,0.0003566,0.0003566
85,257.873,2.14968,2.897,1.31556,1.03082,0,0.43557,0.40024,0.35652,0.1341,0.36308,0.33637,0.27906,0.08184,2.20531,3.24515,1.46396,1.11314,0,0.0003368,0.0003368,0.0003368
86,260.908,2.12303,2.92943,1.29359,1.02946,0,0.45789,0.39355,0.36123,0.13142,0.39028,0.31326,0.26404,0.07366,2.22148,3.17802,1.44449,1.11024,0,0.000317,0.000317,0.000317
87,263.922,2.13129,2.8535,1.29993,1.02992,0,0.46972,0.39112,0.3629,0.1375,0.40535,0.32176,0.2827,0.08469,2.2069,3.21745,1.43583,1.11015,0,0.0002972,0.0002972,0.0002972
88,266.955,2.12016,2.92168,1.30919,1.02798,0,0.45764,0.39842,0.36626,0.13546,0.40825,0.32543,0.28341,0.08345,2.2289,3.20615,1.45742,1.11639,0,0.0002774,0.0002774,0.0002774
89,269.992,2.13271,2.87114,1.29666,1.02385,0,0.45808,0.38869,0.35835,0.1338,0.37342,0.33637,0.2744,0.08004,2.20895,3.2488,1.4437,1.11355,0,0.0002576,0.0002576,0.0002576
90,273.016,2.15866,2.90433,1.30306,1.02605,0,0.45205,0.39794,0.36371,0.13422,0.38479,0.32664,0.273,0.08344,2.20767,3.19057,1.45709,1.10912,0,0.0002378,0.0002378,0.0002378
91,276.437,2.08965,2.83951,1.36522,1.03964,0,0.446,0.38625,0.35823,0.13335,0.37208,0.31509,0.26796,0.07921,2.22865,3.24615,1.44511,1.11153,0,0.000218,0.000218,0.000218
92,279.349,2.08163,2.83794,1.33849,1.04194,0,0.46616,0.39842,0.37455,0.14177,0.39877,0.32968,0.29014,0.08654,2.18751,3.2284,1.41357,1.11422,0,0.0001982,0.0001982,0.0001982
93,282.394,2.08526,2.8609,1.33873,1.04664,0,0.46081,0.40207,0.36964,0.13803,0.40993,0.33577,0.28534,0.08394,2.17196,3.20803,1.41282,1.10753,0,0.0001784,0.0001784,0.0001784
94,285.266,2.09136,2.86337,1.3324,1.04374,0,0.4352,0.41302,0.37509,0.14205,0.39576,0.35577,0.29933,0.08896,2.16664,3.20868,1.40092,1.10345,0,0.0001586,0.0001586,0.0001586
95,288.154,2.06756,2.81757,1.31428,1.05072,0,0.46662,0.40268,0.37707,0.14261,0.39301,0.32543,0.28149,0.08112,2.17102,3.27839,1.39634,1.10675,0,0.0001388,0.0001388,0.0001388
96,291.044,2.07534,2.84001,1.33268,1.04248,0,0.46616,0.40146,0.3719,0.14121,0.39523,0.33909,0.28684,0.08566,2.16761,3.22887,1.40627,1.10196,0,0.000119,0.000119,0.000119
97,293.948,2.06424,2.84123,1.30954,1.03956,0,0.45669,0.40904,0.37325,0.14193,0.39217,0.34793,0.29265,0.08452,2.1812,3.22553,1.401,1.10229,0,9.92e-05,9.92e-05,9.92e-05
98,296.816,2.0879,2.77446,1.30979,1.03703,0,0.45192,0.41528,0.37298,0.14119,0.38913,0.33633,0.28318,0.08358,2.19184,3.24157,1.40727,1.10966,0,7.94e-05,7.94e-05,7.94e-05
99,299.655,2.03432,2.79547,1.28912,1.03121,0,0.45364,0.4045,0.37102,0.14019,0.39923,0.33394,0.29142,0.08545,2.19413,3.23719,1.413,1.1083,0,5.96e-05,5.96e-05,5.96e-05
100,302.507,2.09208,2.8774,1.31863,1.03546,0,0.45782,0.40511,0.37544,0.14296,0.38364,0.3434,0.28913,0.08414,2.18096,3.20739,1.39452,1.10622,0,3.98e-05,3.98e-05,3.98e-05
